Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
207,47,Male,Roomba Robot Vacuum,2020-11-04,Billing Inquiry,Software bug,Open,High,Phone,,,
208,48,Female,Nest Thermostat,2021-07-27,Billing Inquiry,Display issue,Pending Customer Response,Critical,Email,2023-06-01 00:51:31,,
209,38,Male,Canon EOS,2021-03-12,Refund Request,Account access,Open,High,Email,,,
210,62,Other,Nintendo Switch Pro Controller,2020-02-04,Technical Issue,Delivery problem,Closed,Low,Chat,2023-06-01 21:50:34,2023-06-01 20:10:34,1.0
211,39,Male,Sony 4K HDR TV,2020-01-16,Technical Issue,Software bug,Pending Customer Response,Low,Phone,2023-05-31 23:41:36,,
212,49,Other,LG Smart TV,2020-04-06,Product Inquiry,Battery life,Pending Customer Response,Low,Social Media,2023-06-01 12:37:38,,
213,34,Female,GoPro Action Camera,2021-04-15,Technical Issue,Network problem,Open,Medium,Social Media,,,
214,62,Male,Apple AirPods,2021-12-24,Billing Inquiry,Installation support,Open,High,Phone,,,
215,28,Male,Asus ROG,2020-03-03,Product Inquiry,Display issue,Open,Low,Email,,,
216,59,Female,Sony 4K HDR TV,2021-09-13,Billing Inquiry,Peripheral compatibility,Open,Critical,Chat,,,
217,18,Female,Samsung Galaxy,2021-01-03,Technical Issue,Delivery problem,Pending Customer Response,High,Chat,2023-06-01 14:13:43,,
218,20,Other,Nintendo Switch,2020-12-02,Billing Inquiry,Battery life,Open,Low,Chat,,,
219,44,Male,Philips Hue Lights,2021-02-12,Billing Inquiry,Battery life,Pending Customer Response,Critical,Email,2023-06-01 03:11:47,,
220,65,Female,Canon EOS,2021-09-23,Technical Issue,Refund request,Closed,Critical,Social Media,2023-06-01 09:57:49,2023-06-01 11:02:49,2.0
221,70,Female,Sony Xperia,2021-03-21,Billing Inquiry,Installation support,Closed,Medium,Social Media,2023-06-01 13:53:51,2023-06-01 05:45:51,5.0
222,34,Other,Dyson Vacuum Cleaner,2021-03-27,Billing Inquiry,Installation support,Pending Customer Response,Critical,Chat,2023-06-01 09:13:53,,
223,64,Other,Samsung Soundbar,2021-02-05,Cancellation Request,Account access,Pending Customer Response,Critical,Phone,2023-05-31 23:24:53,,
224,67,Female,Lenovo ThinkPad,2020-05-27,Refund Request,Product recommendation,Pending Customer Response,Low,Chat,2023-05-31 22:57:55,,
225,59,Male,GoPro Hero,2020-11-16,Refund Request,Network problem,Open,Medium,Chat,,,
226,35,Female,PlayStation,2020-03-29,Technical Issue,Product recommendation,Closed,High,Chat,2023-06-01 12:23:57,2023-05-31 21:54:57,4.0
227,53,Female,Apple AirPods,2021-01-04,Billing Inquiry,Product recommendation,Closed,High,Phone,2023-05-31 22:49:59,2023-06-01 16:11:59,4.0
228,56,Male,HP Pavilion,2020-03-08,Cancellation Request,Product recommendation,Pending Customer Response,Low,Phone,2023-06-01 04:59:00,,
229,32,Male,Sony PlayStation,2020-07-21,Billing Inquiry,Product recommendation,Open,Low,Phone,,,
230,66,Male,Microsoft Xbox Controller,2021-02-20,Technical Issue,Hardware issue,Closed,Critical,Social Media,2023-06-01 08:10:04,2023-06-01 10:40:04,2.0
231,65,Male,Dyson Vacuum Cleaner,2020-06-29,Refund Request,Display issue,Pending Customer Response,Low,Chat,2023-06-01 16:17:06,,
232,55,Male,Fitbit Versa Smartwatch,2020-10-31,Technical Issue,Account access,Pending Customer Response,High,Phone,2023-06-01 00:58:07,,
233,40,Male,HP Pavilion,2021-03-21,Technical Issue,Display issue,Open,High,Email,,,
234,67,Other,Bose SoundLink Speaker,2021-02-01,Refund Request,Hardware issue,Pending Customer Response,High,Chat,2023-06-01 13:13:09,,
235,65,Female,Dyson Vacuum Cleaner,2020-03-29,Cancellation Request,Product compatibility,Open,Critical,Chat,,,
236,18,Female,Canon EOS,2020-12-04,Billing Inquiry,Peripheral compatibility,Pending Customer Response,Critical,Email,2023-06-01 05:47:13,,
237,40,Male,iPhone,2021-01-07,Refund Request,Refund request,Closed,Critical,Phone,2023-06-01 08:21:14,2023-06-01 00:43:14,3.0
238,31,Male,Sony Xperia,2021-09-16,Product Inquiry,Peripheral compatibility,Closed,High,Social Media,2023-06-01 00:51:16,2023-06-01 08:38:16,4.0
239,69,Female,LG Smart TV,2021-01-21,Refund Request,Product compatibility,Pending Customer Response,Critical,Email,2023-06-01 16:22:18,,
240,48,Male,Nest Thermostat,2020-02-22,Cancellation Request,Software bug,Open,Low,Email,,,
241,66,Male,Philips Hue Lights,2021-07-25,Technical Issue,Delivery problem,Closed,Low,Social Media,2023-06-01 12:44:21,2023-06-01 09:42:21,5.0
242,55,Male,iPhone,2021-10-26,Billing Inquiry,Product compatibility,Closed,Low,Social Media,2023-06-01 08:10:23,2023-06-01 21:49:23,2.0
243,30,Male,Fitbit Charge,2021-05-29,Technical Issue,Delivery problem,Open,Critical,Chat,,,
244,43,Other,LG Washing Machine,2020-05-21,Technical Issue,Delivery problem,Pending Customer Response,Critical,Chat,2023-06-01 06:35:25,,
245,66,Female,Microsoft Office,2020-01-15,Cancellation Request,Installation support,Pending Customer Response,Medium,Phone,2023-06-01 06:07:27,,
246,55,Male,iPhone,2020-04-07,Billing Inquiry,Product setup,Pending Customer Response,Medium,Phone,2023-06-01 04:19:28,,
247,59,Male,GoPro Hero,2020-02-09,Technical Issue,Account access,Pending Customer Response,Medium,Chat,2023-06-01 05:41:30,,
248,37,Other,Microsoft Xbox Controller,2020-01-22,Billing Inquiry,Hardware issue,Open,Medium,Chat,,,
249,44,Male,Autodesk AutoCAD,2021-04-22,Refund Request,Software bug,Pending Customer Response,Critical,Social Media,2023-06-01 09:57:34,,
250,35,Male,Sony PlayStation,2021-09-20,Refund Request,Product compatibility,Closed,High,Chat,2023-06-01 15:10:34,2023-06-01 14:34:34,3.0
251,19,Female,Roomba Robot Vacuum,2021-07-27,Technical Issue,Product setup,Closed,Critical,Phone,2023-06-01 03:15:34,2023-06-01 08:04:34,2.0
252,29,Other,Microsoft Xbox Controller,2020-12-05,Technical Issue,Payment issue,Pending Customer Response,Critical,Social Media,2023-06-01 14:54:36,,
253,40,Other,GoPro Action Camera,2020-03-20,Cancellation Request,Network problem,Pending Customer Response,High,Social Media,2023-06-01 03:30:37,,
254,69,Female,MacBook Pro,2021-11-13,Technical Issue,Cancellation request,Pending Customer Response,High,Social Media,2023-06-01 19:13:38,,
255,51,Female,Google Pixel,2021-05-15,Refund Request,Installation support,Pending Customer Response,Low,Email,2023-06-01 11:01:38,,
256,58,Female,Autodesk AutoCAD,2020-11-22,Refund Request,Network problem,Open,High,Social Media,,,
257,58,Female,Google Nest,2021-07-18,Cancellation Request,Installation support,Pending Customer Response,High,Chat,2023-06-01 02:09:42,,
258,24,Female,Nintendo Switch Pro Controller,2020-06-09,Cancellation Request,Hardware issue,Open,High,Social Media,,,
259,59,Female,Nintendo Switch,2021-02-05,Product Inquiry,Cancellation request,Open,High,Chat,,,
260,33,Male,PlayStation,2021-08-14,Billing Inquiry,Battery life,Closed,Low,Social Media,2023-06-01 05:54:46,2023-06-01 11:26:46,5.0
261,56,Other,Amazon Kindle,2021-05-04,Billing Inquiry,Network problem,Pending Customer Response,High,Social Media,2023-06-01 00:09:48,,
262,42,Female,Canon DSLR Camera,2021-01-22,Billing Inquiry,Hardware issue,Open,Critical,Phone,,,
263,48,Male,Microsoft Surface,2021-12-11,Product Inquiry,Hardware issue,Closed,Medium,Chat,2023-06-01 05:44:50,2023-06-01 00:08:50,2.0
264,52,Male,GoPro Hero,2021-01-23,Product Inquiry,Display issue,Open,Medium,Chat,,,
265,46,Other,Sony Xperia,2021-06-28,Refund Request,Cancellation request,Closed,Critical,Social Media,2023-06-01 16:39:52,2023-06-01 04:42:52,3.0
266,29,Male,LG OLED,2020-04-27,Cancellation Request,Product compatibility,Closed,Medium,Chat,2023-06-01 20:18:54,2023-06-01 16:15:54,2.0
267,20,Female,Amazon Echo,2020-10-03,Technical Issue,Product setup,Open,High,Phone,,,
268,37,Male,Google Nest,2020-02-22,Technical Issue,Product recommendation,Open,Low,Social Media,,,
269,69,Female,Microsoft Surface,2020-08-21,Cancellation Request,Refund request,Pending Customer Response,Medium,Phone,2023-06-01 08:03:56,,
270,64,Other,MacBook Pro,2021-05-10,Refund Request,Hardware issue,Closed,High,Social Media,2023-06-01 07:21:57,2023-06-01 16:09:57,3.0
271,63,Male,Xbox,2021-01-08,Billing Inquiry,Data loss,Closed,Critical,Phone,2023-06-01 14:06:58,2023-06-01 13:27:58,1.0
272,44,Other,Amazon Kindle,2021-07-15,Refund Request,Payment issue,Open,Critical,Phone,,,
273,43,Male,LG OLED,2021-10-25,Technical Issue,Cancellation request,Pending Customer Response,Critical,Chat,2023-06-01 11:24:00,,
274,35,Other,Samsung Galaxy,2020-04-05,Technical Issue,Hardware issue,Open,High,Phone,,,
275,53,Male,Sony 4K HDR TV,2021-04-16,Cancellation Request,Product setup,Open,Medium,Chat,,,
276,61,Female,Bose SoundLink Speaker,2021-05-01,Refund Request,Network problem,Open,Low,Chat,,,
277,63,Female,Bose QuietComfort,2021-12-01,Billing Inquiry,Product recommendation,Open,Medium,Chat,,,
278,39,Female,Autodesk AutoCAD,2020-02-26,Billing Inquiry,Refund request,Closed,Medium,Chat,2023-06-01 20:36:06,2023-06-01 14:25:06,4.0
279,21,Other,Apple AirPods,2021-06-07,Technical Issue,Software bug,Closed,Low,Social Media,2023-06-01 00:42:08,2023-05-31 23:05:08,5.0
280,40,Female,PlayStation,2021-06-24,Billing Inquiry,Product recommendation,Pending Customer Response,High,Social Media,2023-06-01 06:29:09,,
281,33,Male,Bose SoundLink Speaker,2021-05-08,Product Inquiry,Refund request,Closed,Critical,Chat,2023-06-01 14:22:11,2023-06-01 16:09:11,2.0
282,52,Male,Lenovo ThinkPad,2020-11-11,Product Inquiry,Hardware issue,Pending Customer Response,Low,Social Media,2023-06-01 13:00:13,,
283,64,Male,Google Pixel,2021-08-12,Cancellation Request,Software bug,Open,Low,Social Media,,,
284,39,Other,Canon DSLR Camera,2021-01-06,Technical Issue,Payment issue,Open,Critical,Social Media,,,
285,35,Female,Microsoft Xbox Controller,2020-03-24,Billing Inquiry,Payment issue,Pending Customer Response,Low,Phone,2023-05-31 22:22:16,,
286,24,Female,Amazon Kindle,2021-11-06,Technical Issue,Peripheral compatibility,Pending Customer Response,Medium,Social Media,2023-05-31 22:02:18,,
287,25,Other,Nintendo Switch,2021-10-23,Technical Issue,Cancellation request,Pending Customer Response,Critical,Phone,2023-06-01 09:38:19,,
288,37,Other,LG OLED,2020-07-06,Product Inquiry,Product setup,Open,Low,Email,,,
289,54,Other,Garmin Forerunner,2020-10-21,Refund Request,Delivery problem,Open,High,Chat,,,
290,30,Other,Bose SoundLink Speaker,2020-03-21,Refund Request,Product setup,Pending Customer Response,Critical,Email,2023-06-01 16:49:22,,
291,58,Other,Roomba Robot Vacuum,2020-04-04,Billing Inquiry,Payment issue,Pending Customer Response,Low,Chat,2023-05-31 22:57:22,,
292,26,Male,HP Pavilion,2021-01-27,Cancellation Request,Data loss,Open,High,Social Media,,,
293,35,Female,Philips Hue Lights,2021-12-09,Billing Inquiry,Product compatibility,Closed,High,Email,2023-06-01 05:29:23,2023-06-01 09:47:23,2.0
294,65,Male,Roomba Robot Vacuum,2021-06-07,Product Inquiry,Payment issue,Open,Critical,Social Media,,,
295,58,Female,Philips Hue Lights,2020-09-03,Product Inquiry,Cancellation request,Closed,Critical,Phone,2023-06-01 01:49:25,2023-06-01 00:15:25,3.0
296,29,Female,Dyson Vacuum Cleaner,2021-03-20,Refund Request,Data loss,Open,Medium,Email,,,
297,26,Female,Microsoft Xbox Controller,2021-04-02,Billing Inquiry,Installation support,Closed,Medium,Social Media,2023-06-01 11:27:26,2023-06-01 08:26:26,5.0
298,24,Male,Apple AirPods,2020-09-12,Cancellation Request,Cancellation request,Closed,Critical,Phone,2023-06-01 04:14:28,2023-06-01 17:40:28,2.0
299,22,Other,GoPro Hero,2020-06-26,Product Inquiry,Network problem,Open,Low,Chat,,,
300,68,Female,Canon DSLR Camera,2021-10-06,Cancellation Request,Product recommendation,Pending Customer Response,Medium,Phone,2023-06-01 02:55:32,,
301,59,Other,Amazon Kindle,2020-10-07,Cancellation Request,Product recommendation,Open,High,Social Media,,,
302,30,Other,Canon DSLR Camera,2020-05-03,Cancellation Request,Refund request,Open,Medium,Social Media,,,
303,44,Male,Amazon Kindle,2020-01-22,Product Inquiry,Peripheral compatibility,Closed,Medium,Phone,2023-06-01 00:49:37,2023-06-01 01:53:37,1.0
304,28,Female,Bose SoundLink Speaker,2021-07-26,Cancellation Request,Peripheral compatibility,Pending Customer Response,Medium,Social Media,2023-06-01 10:19:38,,
305,53,Female,Amazon Kindle,2021-03-06,Cancellation Request,Software bug,Closed,Medium,Chat,2023-06-01 12:24:39,2023-06-01 21:20:39,5.0
306,33,Female,Microsoft Xbox Controller,2020-08-17,Cancellation Request,Refund request,Open,Critical,Chat,,,
307,32,Female,GoPro Action Camera,2021-07-05,Refund Request,Peripheral compatibility,Closed,Low,Social Media,2023-06-01 17:07:42,2023-06-01 20:10:42,2.0
308,21,Female,LG OLED,2020-05-05,Technical Issue,Product compatibility,Pending Customer Response,Critical,Social Media,2023-06-01 08:11:43,,
309,19,Other,Fitbit Versa Smartwatch,2021-04-20,Product Inquiry,Delivery problem,Open,High,Chat,,,
310,62,Female,Samsung Galaxy,2020-07-17,Technical Issue,Software bug,Open,High,Chat,,,
311,53,Male,Nintendo Switch Pro Controller,2020-09-06,Technical Issue,Peripheral compatibility,Closed,High,Social Media,2023-06-01 13:51:48,2023-06-01 04:49:48,2.0
312,46,Female,Bose QuietComfort,2020-07-18,Refund Request,Product setup,Closed,Critical,Chat,2023-06-01 07:18:48,2023-06-01 09:18:48,2.0
313,46,Female,Microsoft Xbox Controller,2020-06-26,Technical Issue,Battery life,Closed,Medium,Email,2023-06-01 00:13:50,2023-06-01 01:29:50,1.0
314,18,Male,Amazon Echo,2021-07-04,Product Inquiry,Cancellation request,Open,Low,Phone,,,
315,30,Female,GoPro Hero,2021-01-15,Cancellation Request,Payment issue,Closed,High,Email,2023-06-01 05:58:53,2023-06-01 05:41:53,2.0
316,33,Other,Fitbit Versa Smartwatch,2020-09-02,Cancellation Request,Hardware issue,Pending Customer Response,Critical,Chat,2023-05-31 22:01:53,,
317,52,Male,Samsung Galaxy,2021-08-15,Cancellation Request,Hardware issue,Open,High,Chat,,,
318,18,Male,Apple AirPods,2020-05-03,Technical Issue,Cancellation request,Closed,Low,Chat,2023-06-01 07:32:56,2023-05-31 23:53:56,4.0
319,28,Female,Nintendo Switch,2021-09-10,Billing Inquiry,Refund request,Pending Customer Response,Medium,Email,2023-06-01 18:51:58,,
320,29,Female,Nest Thermostat,2021-07-06,Refund Request,Hardware issue,Open,Critical,Phone,,,
321,27,Other,Nest Thermostat,2021-08-09,Cancellation Request,Software bug,Closed,Medium,Email,2023-06-01 12:49:01,2023-06-01 05:11:01,4.0
322,66,Female,Adobe Photoshop,2020-10-12,Billing Inquiry,Product setup,Open,High,Email,,,
323,70,Male,Canon DSLR Camera,2021-11-24,Refund Request,Battery life,Closed,Critical,Social Media,2023-06-01 06:48:03,2023-05-31 23:56:03,3.0
324,47,Other,Canon DSLR Camera,2021-01-15,Technical Issue,Data loss,Open,Critical,Social Media,,,
325,66,Other,LG Washing Machine,2020-03-11,Product Inquiry,Battery life,Pending Customer Response,Low,Phone,2023-06-01 06:35:07,,
326,52,Female,Microsoft Surface,2020-01-27,Refund Request,Hardware issue,Closed,Low,Phone,2023-06-01 00:41:07,2023-06-01 11:28:07,4.0
327,69,Male,GoPro Action Camera,2020-07-14,Product Inquiry,Account access,Pending Customer Response,Critical,Email,2023-06-01 04:58:08,,
328,45,Other,Sony PlayStation,2020-11-22,Refund Request,Delivery problem,Open,Low,Social Media,,,
329,58,Female,Nikon D,2021-08-09,Technical Issue,Product compatibility,Open,Medium,Chat,,,
330,45,Female,GoPro Hero,2021-10-21,Refund Request,Product recommendation,Closed,Medium,Chat,2023-06-01 04:28:12,2023-06-01 09:59:12,5.0
331,55,Other,Apple AirPods,2020-08-06,Refund Request,Product recommendation,Open,Low,Phone,,,
332,49,Male,Canon EOS,2020-07-09,Cancellation Request,Account access,Pending Customer Response,Medium,Phone,2023-06-01 00:05:16,,
333,21,Male,Fitbit Versa Smartwatch,2020-04-18,Technical Issue,Delivery problem,Closed,Medium,Social Media,2023-06-01 18:11:18,2023-06-01 19:56:18,2.0
334,41,Other,Nintendo Switch Pro Controller,2021-02-06,Technical Issue,Installation support,Closed,Medium,Phone,2023-06-01 10:39:19,2023-05-31 23:46:19,2.0
335,63,Female,Xbox,2021-04-20,Product Inquiry,Product recommendation,Pending Customer Response,High,Email,2023-06-01 18:51:20,,
336,36,Female,Google Nest,2021-06-29,Cancellation Request,Installation support,Open,High,Phone,,,
337,33,Male,Amazon Echo,2020-10-16,Technical Issue,Product compatibility,Pending Customer Response,Critical,Phone,2023-06-01 19:18:22,,
338,56,Other,Nintendo Switch Pro Controller,2021-06-16,Technical Issue,Account access,Open,High,Email,,,
339,45,Male,iPhone,2021-02-07,Technical Issue,Product compatibility,Closed,Critical,Social Media,2023-06-01 08:44:25,2023-06-01 16:42:25,3.0
340,33,Male,Roomba Robot Vacuum,2020-02-25,Product Inquiry,Data loss,Closed,Low,Email,2023-06-01 15:40:26,2023-06-01 11:02:26,1.0
341,25,Female,Canon DSLR Camera,2020-11-05,Billing Inquiry,Cancellation request,Open,Medium,Phone,,,
342,20,Female,Amazon Kindle,2021-11-25,Cancellation Request,Product compatibility,Pending Customer Response,Critical,Email,2023-06-01 21:26:28,,
343,21,Male,Sony PlayStation,2021-01-20,Cancellation Request,Cancellation request,Closed,Low,Chat,2023-06-01 15:44:28,2023-06-01 21:15:28,5.0
344,48,Other,Dyson Vacuum Cleaner,2021-08-16,Product Inquiry,Refund request,Open,Medium,Phone,,,
345,52,Other,HP Pavilion,2021-05-16,Technical Issue,Network problem,Closed,High,Phone,2023-06-01 05:24:31,2023-06-01 17:25:31,3.0
346,54,Male,Garmin Forerunner,2021-04-12,Technical Issue,Payment issue,Closed,High,Social Media,2023-06-01 15:56:32,2023-06-01 07:13:32,5.0
347,63,Female,Philips Hue Lights,2021-05-17,Technical Issue,Cancellation request,Open,Low,Email,,,
348,44,Female,Microsoft Office,2021-03-19,Refund Request,Product recommendation,Open,Medium,Chat,,,
349,52,Male,Autodesk AutoCAD,2021-10-13,Technical Issue,Battery life,Pending Customer Response,Medium,Email,2023-06-01 18:27:35,,
350,28,Female,LG OLED,2020-07-15,Billing Inquiry,Battery life,Closed,Critical,Email,2023-05-31 23:30:36,2023-06-01 17:25:36,3.0
351,70,Other,Garmin Forerunner,2021-10-27,Cancellation Request,Product compatibility,Closed,Critical,Social Media,2023-06-01 07:33:38,2023-06-01 17:15:38,2.0
352,51,Female,Google Nest,2021-12-19,Cancellation Request,Account access,Pending Customer Response,Medium,Phone,2023-06-01 01:32:39,,
353,47,Male,Bose SoundLink Speaker,2020-12-14,Refund Request,Installation support,Closed,High,Email,2023-06-01 16:10:40,2023-06-01 10:42:40,2.0
354,52,Male,Nest Thermostat,2021-12-29,Cancellation Request,Refund request,Closed,Critical,Chat,2023-06-01 19:19:42,2023-06-01 04:54:42,4.0
355,51,Male,PlayStation,2020-07-11,Billing Inquiry,Product recommendation,Pending Customer Response,Medium,Phone,2023-05-31 23:23:44,,
356,18,Other,LG Washing Machine,2020-01-06,Billing Inquiry,Product compatibility,Pending Customer Response,High,Social Media,2023-06-01 02:07:45,,
357,38,Male,iPhone,2021-10-14,Technical Issue,Cancellation request,Closed,High,Chat,2023-06-01 01:05:47,2023-06-01 20:42:47,2.0
358,25,Female,Samsung Soundbar,2021-11-18,Refund Request,Software bug,Open,Critical,Social Media,,,
359,58,Male,Google Nest,2021-01-03,Billing Inquiry,Battery life,Pending Customer Response,Low,Social Media,2023-06-01 07:13:49,,
360,24,Male,MacBook Pro,2020-08-21,Billing Inquiry,Product recommendation,Open,Critical,Chat,,,
361,42,Male,Nintendo Switch Pro Controller,2020-02-05,Cancellation Request,Network problem,Closed,Medium,Email,2023-06-01 06:19:52,2023-06-01 08:39:52,5.0
362,50,Other,Bose QuietComfort,2020-12-05,Product Inquiry,Product compatibility,Closed,Medium,Chat,2023-06-01 12:47:54,2023-06-01 14:54:54,4.0
